handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
Produit_39,Product,CRISTAUX TANG ORANGE TIN,12X613 G,,Produits Secs;Taxes,0054809,,58.1,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_40,Product,MEL.EAU AROM.MIO BAIE/GRENADE,12X48 ML,,Produits Secs;Taxes,0055004,,49.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_41,Product,MEL.EAU AROM.MIO PUNCH FRUITS,12X48 ML,,Produits Secs;Taxes,0055152,,49.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_42,Product,B.POUD.BARBOT.KOOL-AID CERISE,18X392 G,,Produits Secs;Taxes,0057406,,83.74,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_43,Product,B.POUD.BARBOT.KOOL-AID GL.BLEU,18X392 G,,Produits Secs;Taxes,0057455,,83.74,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_44,Product,B.POUD.BARBOT.KOOL-AID LIMETTE,18X392 G,,Produits Secs;Taxes,0057505,,72.59,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_45,Product,B.POUD.BARBOT.KOOL-AID ORANGE,18X392 G,,Produits Secs;Taxes,0057554,,83.74,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_46,Product,CRISTAUX DR.OETKER CERI. 4.55L,12X425 G,,Produits Secs;Taxes,0061556,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_47,Product,CRISTAUX DR.OETK.LIMONAD.4.55L,12X425 G,,Produits Secs;Taxes,0061655,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_48,Product,CRISTAUX DR.OET.ORANGE   4.55L,12X425 G,,Produits Secs;Taxes,0061671,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_49,Product,CRISTAUX DR.OETKER PECHE.4.55L,12X425 G,,Produits Secs;Taxes,0061721,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_50,Product,CRISTAUX DR.OETKER POIRE-4.55L,12X425 G,,Produits Secs;Taxes,0061739,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_51,Product,CRISTAUX DR.OETKER POMME 4.55L,12X425 G,,Produits Secs;Taxes,0061747,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_52,Product,CRISTAUX DR.OET.PUNCH.FR 4.55L,12X425 G,,Produits Secs;Taxes,0061762,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_53,Product,CRISTAUX DR.OET.RAISIN   4.55L,12X425 G,,Produits Secs;Taxes,0061788,,32.07,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_54,Product,CRISTAUX DR.OET.THE GLAC.4.55L,12X425 G,,Produits Secs,0061812,,44.77,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_55,Product,JUS ANANAS OASIS PUR NON SUCRE,12X960 ML,,Produits Secs,0071860,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_56,Product,JUS CANNEBERGE PLEINFRUIT IRRS,6X1.89 L,,Produits Secs,0080689,,30.56,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_57,Product,COCKTAIL CANNEBERGE IRRESISTIB,6X1.89 L,,Produits Secs,0080747,,29.82,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_58,Product,COCKTAIL CANNEBERGE BLANC IRRS,6X1.89 L,,Produits Secs,0080812,,29.82,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_59,Product,COCKTAIL CANNEBERGE FRAMB.IRRS,6X1.89 L,,Produits Secs;Taxes,0080887,,29.82,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_60,Product,COCKTAIL CANNEB.OCEAN SPRAY,4X6X295 ML,,Produits Secs,0080994,,26.1,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_61,Product,COCKTAIL CANNEB.OCEAN SPRAY,12X950 ML,,Produits Secs,0081067,,33.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_62,Product,COCKTAIL CANNEB.OCEAN SPRAY,8X1.89 L,,Produits Secs,0081075,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_63,Product,COCKTAIL CANNEB.BLANC OCEAN SP,8X1.89 L,,Produits Secs;Taxes,0081083,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_64,Product,COCKTAIL CANNEB.DIETE OCE.SPRA,8X1.89 L,,Produits Secs;Taxes,0081562,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_65,Product,COCKTAIL CANNEB.ROSE OCE.SPRAY,8X1.89 L,,Produits Secs;Taxes,0081588,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_66,Product,COCKTAIL CANNEB.LEG OCEAN SPRA,8X1.89 L,,Produits Secs,0081653,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_67,Product,COCKTAIL CANNEB.FRAMB.OCEAN SP,8X1.89 L,,Produits Secs;Taxes,0082487,,42.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_68,Product,JUS 100% CANNEBERG.OCEAN SPRAY,8X1.77 L,,Produits Secs,0083006,,46.08,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_69,Product,JUS 100% CANN/RAIS. OCEANSPRAY,8X1.77 L,,Produits Secs,0083055,,46.08,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_70,Product,COCKT.CANN.POMME FRAMB.MINUTE,12X355 ML,,Produits Secs;Taxes,0086280,,25.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_71,Product,JUS CITRON SELECTION CONCENTRE,12X946 ML,,Produits Secs,0091256,,35.4,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_72,Product,JUS CITRON REALEMON CONCENTRE,24X125 ML,,Produits Secs,0092502,,18.68,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_73,Product,JUS LIME REALEMON LIMETT.CONC.,24X125 ML,,Produits Secs,0092528,,18.68,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_74,Product,JUS CITRON REALEMON CONCENTRE,12X440 ML,,Produits Secs,0093716,,33.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_75,Product,JUS CITRON REALEMON CONCENTRE,12X945 ML,,Produits Secs,0094623,,46.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_76,Product,JUS CITRON QUICKLEMON PRESSE,12X125 ML,,Produits Secs,0094656,,26.38,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_77,Product,JUS CITRON QUICKLEMON BTLEV,12X250 ML,,Produits Secs,0094664,,46.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_78,Product,JUS LIME QUICKLIME PRESSE,12X125 ML,,Produits Secs,0094672,,26.38,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_79,Product,JUS LIME QUICKLIME       BTLEV,12X250 ML,,Produits Secs,0094680,,46.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_80,Product,JUS LIME ROSE'S CORDIAL,12X739 ML,,Produits Secs,0094763,,46.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_81,Product,SELECTION JUS SAVEUR ASSORTI,1X40X200 ML,,Produits Secs,0110403,,15.06,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_82,Product,JUS SELECTION SAVEURS MELANGE,4X8X200 ML,,Produits Secs,0110460,,14.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_83,Product,SELECTION JUS H2FR.FUSION FRUI,4X8X200 ML,,Produits Secs,0110528,,14.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_84,Product,SELECTION JUS H2FR.MELANG.BAIE,4X8X200 ML,,Produits Secs,0110544,,14.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_85,Product,JUS SELECTION FRUIT CHAMPS,12X1 L,,Produits Secs,0110585,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_86,Product,JUS SELECTION FRUIT MELANGE,12X1 L,,Produits Secs,0110619,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_87,Product,JUS SELECTION SAVEUR PECHE,12X1 L,,Produits Secs,0110718,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_88,Product,JUS SEL.H2FRUIT FUSION FRUIT,12X1 L,,Produits Secs,0110825,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_89,Product,JUS SEL.H2 FRUIT MELANGE BAIE,12X1 L,,Produits Secs,0110924,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_90,Product,JUS SELECTION NECTAR GOYAVE,12X1 L,,Produits Secs,0110957,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_91,Product,JUS SELECTION NECTAR MANGUE,12X1 L,,Produits Secs,0110973,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_92,Product,JUS OASIS FRUITS DES CHAMP PUR,12X960 ML,,Produits Secs,0116012,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_93,Product,JUS OASIS MANGUE EXOTIQUE,12X960 ML,,Produits Secs,0116087,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_94,Product,JUS OASIS PASSION TROPICAL,4X8X200 ML,,Produits Secs,0116202,,22.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_95,Product,JUS OASIS PASSION TROPICAL PUR,12X960 ML,,Produits Secs,0116269,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_96,Product,JUS OASIS HYDRAFRUIT FUSION FR,4X8X200 ML,,Produits Secs,0116301,,22.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_97,Product,JUS OASIS HYDRA FRUIT PECHE,4X8X200 ML,,Produits Secs,0116319,,22.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_98,Product,JUS OASIS HYDRAFRUIT PECHE,12X960 ML,,Produits Secs,0116327,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_99,Product,JUS OASIS HYDRAFRUIT FUSION FR,12X960 ML,,Produits Secs,0116335,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_100,Product,JUS OASIS HYDRAFR.POM.MELO.EAU,12X960 ML,,Produits Secs,0116368,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_101,Product,JUS OASIS PECHE CLEM. FRUITZOO,12X960 ML,,Produits Secs,0116400,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_102,Product,JUS OASIS FRAISE BAN. FRUITZOO,12X960 ML,,Produits Secs,0116426,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_103,Product,JUS ORANG.FRAIS.BANA.100% IRRS,8X1.65 L,,Produits Secs,0119438,,43.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_104,Product,JUS ORANG.PECH.MANGU.100% IRRS,8X1.65 L,,Produits Secs,0119446,,43.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_105,Product,JUS ORANGE BON MATIN SELECTION,4X8X200 ML,,Produits Secs,0120816,,14.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_106,Product,JUS ORANGE EXPLOSION SELECTION,12X1 L,,Produits Secs,0120857,,21.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_107,Product,JUS ORANG.IRRES.SANS PULPE BTL,8X1.54 L,,Produits Secs,0121301,,36.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_108,Product,JUS ORANG.IRRES.AVEC PULPE BTL,8X1.54 L,,Produits Secs,0121327,,36.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_109,Product,JUS ORANG.IRRES.PLUS PULPE BTL,8X1.54 L,,Produits Secs,0121343,,36.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_110,Product,BOIS.ORAN.IRRS.S.PULP.50%-SUCR,8X1.54 L,,Produits Secs,0121384,,30.08,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_111,Product,JUS ORANGE IRRS.SANS PULPE,6X2.5 L,,Produits Secs,0121525,,42.16,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_112,Product,JUS ORANGE MINUTE MAID,12X355 ML,,Produits Secs;Taxes,0123612,,25.31,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_113,Product,JUS ORANGE OASIS PUR DEJEUNER,4X8X200 ML,,Produits Secs,0124859,,22.94,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_114,Product,JUS ORANGE OASIS PUR DEJEUNER,12X960 ML,,Produits Secs,0124974,,34.13,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_115,Product,JUS ORANGE SANS PULPE OASIS,8X1.5 L,,Produits Secs,0125104,,43.68,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_116,Product,JUS ORANGE ORANGINA,4X6X330 ML,,Produits Secs;Taxes,0128603,,30.57,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_117,Product,JUS ORANGE ORANGINA,12X420 ML,,Produits Secs;Taxes,0128645,,31.61,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_118,Product,JUS ORANG.TROPICANA SANS PULPE,12X355 ML,,Produits Secs;Taxes,0128918,,25.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
