Produit_5012,Product,SELECTION MELANGE GRANOLA,6X275 G,,Produits Secs;Taxes,9060195,,27.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5013,Product,SELECTION MELANGE MONTAGNE,6X300 G,,Produits Secs;Taxes,9060237,,27.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5014,Product,SELECTION MELANGE VIVA,6X300 G,,Produits Secs;Taxes,9060245,,27.24,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5015,Product,SELECTION AMANDE GRILLE SALE,6X225 G,,Produits Secs;Taxes,9060294,,36.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5016,Product,SELECTION NOIX CAJOU SALE,6X225 G,,Produits Secs,9060302,,45.74,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5017,Product,SELECTION NOIX CAJOU NON SALE,6X225 G,,Produits Secs,9060336,,45.74,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5018,Product,SELECTION PISTACHE ECALE SALE,6X225 G,,Produits Secs;Taxes,9060401,,43.21,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5019,Product,SELECTION ARACHIDE GRILLE MIEL,12X700 G,,Produits Secs;Taxes,9060450,,75.52,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5020,Product,SELECTION ARACH.GRIL.SEC.ASSAI,12X700 G,,Produits Secs;Taxes,9060468,,75.52,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5021,Product,IRRS.ARACH.VIRG.ECALE NON SALE,12X1 KG,,Produits Secs,9060609,,88.33,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5022,Product,IRRS.ARACH.VIRG.ECALE SALE,12X1 KG,,Produits Secs,9060633,,88.62,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5023,Product,SNACK POW MELANGE EXTREME,6X140 G,,Produits Secs;Taxes,9061003,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5024,Product,SNACK POW MELANGE SRIRACHA,6X140 G,,Produits Secs;Taxes,9061029,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5025,Product,SNAC POW MELANGE BBQ FUME,6X175 G,,Produits Secs;Taxes,9061060,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5026,Product,SNACK POW AMANDE SALE,6X175 G,,Produits Secs;Taxes,9061086,,38.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5027,Product,SNACK POW CAJOU SEL VINAIGRE,6X175 G,,Produits Secs;Taxes,9061102,,38.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5028,Product,SNACK POW CAJOU SALE,6X175 G,,Produits Secs;Taxes,9061128,,38.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5029,Product,SNACK POW MELANG.A LA PISTACHE,6X175 G,,Produits Secs;Taxes,9061144,,38.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5030,Product,SNACK POW ARACHIDE SALE,6X200 G,,Produits Secs;Taxes,9061193,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5031,Product,SNACK POW ARACHIDE BBQ,6X200 G,,Produits Secs;Taxes,9061219,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5032,Product,SNACK POW MELANGE RANDONNEUR,6X200 G,,Produits Secs;Taxes,9061235,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5033,Product,SNACK POW MELANGE SUCRE SALE,6X200 G,,Produits Secs;Taxes,9061250,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5034,Product,SNACK POW NOIX & CHOCOLAT,6X200 G,,Produits Secs;Taxes,9061276,,38.22,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5035,Product,SNACK POW MELANGE CANTINE,6X200 G,,Produits Secs;Taxes,9061292,,20.34,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5036,Product,PRANA MELANGE KILIMANJARD BIO,8X150 G,,Produits Secs;Taxes,9061409,,54.99,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5037,Product,PRANA MELANGE SALE FIJI BIO,8X150 G,,Produits Secs;Taxes,9061417,,54.99,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5038,Product,PRANA CHIC CHOC DBL.CHOC.BIO,8X125 G,,Produits Secs;Taxes,9061607,,55.98,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5039,Product,PRANA CHIC CHOC CHOCO.CARA.BIO,8X125 G,,Produits Secs;Taxes,9061623,,55.98,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5040,Product,SELECTION NOIX GRENOBLE MCX,12X100 G,,Produits Secs,9150020,,30.23,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5041,Product,SELECTION NOIX GRENOBLE HACHEE,12X100 G,,Produits Secs,9150053,,30.23,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5042,Product,SELECTION AMANDE MONDEE EFFILE,12X100 G,,Produits Secs;Taxes,9150137,,46.32,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5043,Product,SELECTION AMANDE MONDEE TRANCH,12X100 G,,Produits Secs,9150178,,46.32,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5044,Product,SELECTION NOIX PACANE MOITIE,12X100 G,,Produits Secs,9150319,,61.38,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5045,Product,SELECTION NOIX PACANE MORCEAUX,12X100 G,,Produits Secs,9150350,,61.38,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5046,Product,AMANDE BLUE DIAM.LA BOUCANERIE,18X23 G,,Produits Secs;Taxes,9170309,,27.57,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5047,Product,AMANDE BLUE DIAM.LEGERE/SALEE,18X23 G,,Produits Secs;Taxes,9170671,,27.57,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5048,Product,IRRS.GRAINE TOURNESOL N.SALE,12X300 G,,Produits Secs,9171059,,36.09,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5049,Product,MIEUX-ETRE CHIA NOIRE ENTIER,6X300 G,,Produits Secs,9171109,,31.32,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5050,Product,MIEUX-ETRE CHIA BLANC ENTIERE,6X300 G,,Produits Secs,9171125,,36.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5051,Product,MIEUX-ETRE GRAINE LIN BRUN ENT,6X300 G,,Produits Secs,9171141,,19.89,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5052,Product,MIEUX-ETRE COEUR CHANVRE,6X200 G,,Produits Secs,9171166,,53.16,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5053,Product,MIEUX-ETRE MEL.LIN-CHIA-CHANVR,6X227 G,,Produits Secs,9171182,,36.84,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5054,Product,CIG MATCH FL REG,8X25 UN,,Cigarette,9180696,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5055,Product,CIG.MATCH FL KS FL KS,10X20 UN,,Cigarette,9180738,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5056,Product,CIG.MATCH FL KS,8X25 UN,,Cigarette,9180753,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5057,Product,CIG MATCH CHIC FL REG,8X25 UN,,Cigarette,9180787,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5058,Product,CIG MATCH CHIC       FL KSL KS,10X20 UN,,Cigarette,9180811,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5059,Product,CIG MATCH CHIC FL KS,8X25 UN,,Cigarette,9180829,,91.54,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5060,Product,CIG BAILEY'S FL REG,8X25 UN,,Cigarette,9180969,,98.77,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5061,Product,CIG BAILEY'S FL KS,8X25 UN,,Cigarette,9181256,,98.77,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5062,Product,CIG SMOKING FL REG,8X25 UN,,Cigarette,9181405,,98.61,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5063,Product,CIG SMOKING      (DUR)  FL  KS,8X25 UN,,Cigarette,9181439,,98.61,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5064,Product,CIG SUPREME FL REG,8X25 UN,,Cigarette,9181447,,98.75,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5065,Product,CIG SMOKING FL KS KS,10X20 UN,,Cigarette,9181462,,98.61,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5066,Product,CIG SUPREME CHIC FL REG,8X25 UN,,Cigarette,9181488,,98.75,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5067,Product,CIG MAXIMUM FL KS,8X25 UN,,Cigarette,9181504,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5068,Product,CIG MAXIMUM CHIC FL KS,8X25 UN,,Cigarette,9181520,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5069,Product,CIG MAXIMUM FL REG,8X25 UN,,Cigarette,9181587,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5070,Product,CIG MAXIMUM CHIC FL REG,8X25 UN,,Cigarette,9181603,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5071,Product,CIG SUPREME FL KS,8X25 UN,,Cigarette,9181751,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5072,Product,CIG SUPREME CHIC FL KS,8X25 UN,,Cigarette,9181876,,98.78,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5073,Product,CIG LD STANDARD CORSÉ    FL RG,8X25 UN,,Cigarette,9181900,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5074,Product,CIG LD STAND. CORSÉ  DUO FL RG,4X50 UN,,Cigarette,9181918,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5075,Product,CIG LD STANDARD CORSÉ    FL KS,10X20 UN,,Cigarette,9181926,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5076,Product,CIG LD STAND.CORSÉ   DUO FL KS,4X50 UN,,Cigarette,9181942,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5077,Product,CIG LD STANDARD MEDIUM   FL KS,8X25 UN,,Cigarette,9181967,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5078,Product,CIG LD STAND.MEDIUM  DUO FL KS,4X50 UN,,Cigarette,9181975,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5079,Product,CIG LD STANDARD CORSÉ    FL KS,8X25 UN,,Cigarette,9181983,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5080,Product,CIG LD CORSÉ         DUO FL RG,4X50 UN,,Cigarette,9182031,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5081,Product,CIG LD CORSÉ             FL RG,8X25 UN,,Cigarette,9182056,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5082,Product,CIG LD CORSÉ         DUO FL KS,4X50 UN,,Cigarette,9182122,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5083,Product,CIG LD CORSÉ             FL KS,8X25 UN,,Cigarette,9182148,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5084,Product,CIG LD CORSÉ             FL RG,10X20 UN,,Cigarette,9182189,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5085,Product,CIG LD CORSÉ         DUO FL KS,5X40 UN,,Cigarette,9182213,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5086,Product,CIG LD CORSÉ             FL KS,10X20 UN,,Cigarette,9182239,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5087,Product,CIG LD MEDIUM            FL KS,10X20 UN,,Cigarette,9182247,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5088,Product,CIG LD VELOUTÉ           FL KS,8X25 UN,,Cigarette,9182270,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5089,Product,CIG LD PLUS              FL KS,8X25 UN,,Cigarette,9182296,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5090,Product,CIG LD MEDIUM            FL RG,8X25 UN,,Cigarette,9182320,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5091,Product,CIG LD MEDIUM            FL KS,8X25 UN,,Cigarette,9182411,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5092,Product,CIG LD MAX CORSE         FL KS,10X20 UN,,Cigarette,9182494,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5093,Product,CIG LD MAX CORSE         FL KS,8X25 UN,,Cigarette,9182502,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5094,Product,CIG LD MAX MEDIUM        FL KS,10X20 UN,,Cigarette,9182510,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5095,Product,CIG LD MAX MEDIUM        FL KS,8X25 UN,,Cigarette,9182528,,114.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5096,Product,CIG LD MEDIUM        DUO FL KS,4X50 UN,,Cigarette,9182551,,111.87,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5097,Product,CIG LA QUEBECOISE        FL RG,8X25 UN,,Cigarette,9182593,,94.47,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5098,Product,CIG LA QUEBECOISE FL KS,8X25 UN,,Cigarette,9182791,,94.47,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5099,Product,CIG NEXT ORIGINAL FL KS,8X25 UN,,Cigarette,9183658,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5100,Product,CIG NEXT ORIGINAL FL REG,8X25 UN,,Cigarette,9183674,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5101,Product,CIG NEXT EXTRA FL KS,8X25 UN,,Cigarette,9183823,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5102,Product,CIG NEXT EXTRA FL REG,8X25 UN,,Cigarette,9183864,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5103,Product,CIG.NEXT QUEBEC CLASS.SPEC.KZ,8X25 UN,,Cigarette,9183906,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5104,Product,CIG.NEXT QUEBEC CLASS.SPEC.REG,10X20 UN,,Cigarette,9183922,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5105,Product,CIG.NEXT QUEBEC CLASS.SPEC.REG,8X25 UN,,Cigarette,9183948,,126.67,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5106,Product,CIG PHILIP MORRIS SPECIAL REG,8X25 UN,,Cigarette,9184185,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5107,Product,CIG PHILIP MORRIS ORIGINAL REG,8X25 UN,,Cigarette,9184201,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5108,Product,CIG JOHN PLAYER STD RICH.FL.RG,8X25 UN,,Cigarette,9184268,,150.14,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5109,Product,CIG PHILIP MORRIS SPECIAL FLKS,8X25 UN,,Cigarette,9184300,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5110,Product,CIG PHILIP MORRIS ORIGIN.FL KS,8X25 UN,,Cigarette,9184326,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5111,Product,CIG PHILIP MORRIS SPECIAL FLKS,10X20 UN,,Cigarette,9184359,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5112,Product,CIG PHILIP MORRIS ORIGIN.FL KS,10X20 UN,,Cigarette,9184409,,115.51,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5113,Product,CIG MACDONALD ORIGINAL  DUO KS,4X50 UN,,Cigarette,9186941,,132.44,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5114,Product,CIG MACDONALD FILTRE        KS,8X25 UN,,Cigarette,9186966,,132.44,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5115,Product,CIG MACDONALD ORIGINAL  DUO RG,4X50 UN,,Cigarette,9186974,,132.44,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5116,Product,CIG MACDONALD ORIGINAL  DUO KS,5X40 UN,,Cigarette,9186982,,132.44,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5117,Product,CIG EXPORT A MEDIUM     DUO RG,4X50 UN,,Cigarette,9186990,,147.17,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5118,Product,CIG MACDONALD ORIGINAL      KS,8X25 UN,,Cigarette,9187006,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5119,Product,CIG MACDONALD RICHE         KS,8X25 UN,,Cigarette,9187014,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5120,Product,CIG MACDONALD ORIGINAL   FL RG,8X25 UN,,Cigarette,9187022,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5121,Product,CIG MACDONALD RICHE      FL RG,8X25 UN,,Cigarette,9187030,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5122,Product,CIG MACDONALD ORIGINAL   FL RG,10X20 UN,,Cigarette,9187048,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5123,Product,CIG MACDONALD VELOUTÉ    FL RG,8X25 UN,,Cigarette,9187055,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5124,Product,CIG MACDONALD VELOUTÉ       KS,8X25 UN,,Cigarette,9187063,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5125,Product,CIG MACDONALD RICHE         RG,10X20 UN,,Cigarette,9187071,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5126,Product,CIG MACDONALD RICHE         KS,10X20 UN,,Cigarette,9187089,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Produit_5127,Product,CIG MACDONALD ORIGINAL      KS,10X20 UN,,Cigarette,9187097,,135.9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
